bank_settlement_id,deposited_amount,settlement_date,description
BANK-TXN-11241,9649.07,2026-08-07,Razorpay Settlement for pay_f8a4e0280f84
BANK-TXN-11242,2036.45,2026-08-24,Razorpay Settlement for pay_252f8bbb2c0d
BANK-TXN-11243,6172.1,2026-08-11,Razorpay Settlement for pay_b40c9ef47fa3
BANK-TXN-11244,2806.73,2026-08-24,Razorpay Settlement for pay_66c3c79d5935
BANK-TXN-11245,11996.84,2026-09-01,Razorpay Settlement for pay_6df2c067d9b3
BANK-TXN-11246,3613.71,2026-08-15,Razorpay Settlement for pay_26df6246fbed
BANK-TXN-11247,12709.05,2026-08-06,Razorpay Settlement for pay_6b333f66f3f4
BANK-TXN-11248,3165.21,2026-08-27,Razorpay Settlement for pay_dac5e6837d29
BANK-TXN-11249,12346.82,2026-08-05,Razorpay Settlement for pay_0a72b4f4a5ad
BANK-TXN-11250,13578.45,2026-08-07,Razorpay Settlement for pay_fd870ade8247
BANK-TXN-11251,6500.48,2026-08-13,Razorpay Settlement for pay_876d3752a30e
BANK-TXN-11252,1710.52,2026-08-27,Razorpay Settlement for pay_d62ff3ab637f
BANK-TXN-11253,617.57,2026-08-07,Razorpay Settlement for pay_0449025c02c5
BANK-TXN-11254,6647.68,2026-08-30,Razorpay Settlement for pay_bac783d8f803
BANK-TXN-11255,13226.0,2026-08-09,Razorpay Settlement for pay_c27107c5882f
BANK-TXN-11256,1618.32,2026-08-05,Razorpay Settlement for pay_2e64fbc00364
BANK-TXN-11257,3344.51,2026-08-08,Razorpay Settlement for pay_a63e688b1855
BANK-TXN-11258,6418.02,2026-08-17,Razorpay Settlement for pay_a2c107c63d47
BANK-TXN-11259,5613.03,2026-08-16,Razorpay Settlement for pay_d4d61d436335
BANK-TXN-11260,14345.47,2026-08-09,Razorpay Settlement for pay_2f8917131421
BANK-TXN-11261,8443.92,2026-08-06,Razorpay Settlement for pay_109b1cae5f8d
BANK-TXN-11262,6261.92,2026-08-05,Razorpay Settlement for pay_66b6edeaa893
BANK-TXN-11263,2470.05,2026-08-30,Razorpay Settlement for pay_e987180382b2
BANK-TXN-11264,6167.24,2026-08-19,Razorpay Settlement for pay_816e2b931807
BANK-TXN-11265,12852.17,2026-08-25,Razorpay Settlement for pay_715f7eb89fc6
BANK-TXN-11266,13130.99,2026-08-16,Razorpay Settlement for pay_89699a0dfe40
BANK-TXN-11267,14412.59,2026-08-30,Razorpay Settlement for pay_1da50f22132b
BANK-TXN-11268,6370.32,2026-08-25,Razorpay Settlement for pay_1097463ba364
BANK-TXN-11269,1617.38,2026-08-28,Razorpay Settlement for pay_1ec8635cc01b
BANK-TXN-11270,376.18,2026-08-05,Razorpay Settlement for pay_7bdb8f091c94
BANK-TXN-11271,3663.36,2026-08-06,Razorpay Settlement for pay_dbe66dc8496d
BANK-TXN-11272,2542.79,2026-08-18,Razorpay Settlement for pay_3ee1c73635b2
BANK-TXN-11273,550.09,2026-08-21,Razorpay Settlement for pay_267afec0a3f7
BANK-TXN-11274,10394.27,2026-08-26,Razorpay Settlement for pay_218d439bfb82
BANK-TXN-11275,6930.15,2026-08-29,Razorpay Settlement for pay_0f13f13070a3
BANK-TXN-11276,13154.37,2026-08-22,Razorpay Settlement for pay_5f6185f585a1
BANK-TXN-11277,11115.89,2026-08-03,Razorpay Settlement for pay_827c2a813cff
BANK-TXN-11278,12773.26,2026-08-23,Razorpay Settlement for pay_9ee9b4566097
BANK-TXN-11279,13075.23,2026-09-01,Razorpay Settlement for pay_50662b5f8a3a
BANK-TXN-11280,776.77,2026-08-13,Razorpay Settlement for pay_ae40ded63014
BANK-TXN-11281,1149.98,2026-08-22,Razorpay Settlement for pay_bfcd2233d81e
BANK-TXN-11282,1843.04,2026-08-12,Razorpay Settlement for pay_b6bcfca7331c
BANK-TXN-11283,14106.85,2026-09-01,Razorpay Settlement for pay_fe93052d8c2a
BANK-TXN-11284,5311.73,2026-08-25,Razorpay Settlement for pay_154e67af5b6e
BANK-TXN-11285,985.89,2026-08-23,Razorpay Settlement for pay_c593e4668046
BANK-TXN-11286,7835.0,2026-08-16,Razorpay Settlement for pay_f30f8201a052
BANK-TXN-11287,12167.3,2026-08-24,Razorpay Settlement for pay_839a4d43b965
BANK-TXN-11288,9961.64,2026-08-21,Razorpay Settlement for pay_090d5e5a5ec8
BANK-TXN-11289,1358.79,2026-08-30,Razorpay Settlement for pay_071bd4a9f0a6
BANK-TXN-11290,2585.77,2026-09-01,Razorpay Settlement for pay_d286e09f8da0
BANK-TXN-11291,12886.9,2026-08-06,Razorpay Settlement for pay_7e511512ddf9
BANK-TXN-11292,13709.69,2026-08-16,Razorpay Settlement for pay_04dc51091226
BANK-TXN-11293,9546.5,2026-08-15,Razorpay Settlement for pay_59c3eb4a3703
BANK-TXN-11294,11828.05,2026-08-04,Razorpay Settlement for pay_53501036f1a9
BANK-TXN-11295,9566.33,2026-08-20,Razorpay Settlement for pay_30dc883648c9
BANK-TXN-11296,7885.53,2026-08-21,Razorpay Settlement for pay_3c39b457d36c
BANK-TXN-11297,13224.68,2026-08-11,Razorpay Settlement for pay_5b25eb20fdeb
BANK-TXN-11298,7219.46,2026-08-27,Razorpay Settlement for pay_e843ca8b9a8c
BANK-TXN-11299,5317.67,2026-08-29,Razorpay Settlement for pay_6eab3a0b3c94
BANK-TXN-11300,7960.24,2026-08-21,Razorpay Settlement for pay_eaf866725cf0
BANK-TXN-11301,13317.93,2026-08-29,Razorpay Settlement for pay_dc09a711f70a
BANK-TXN-11302,14609.68,2026-08-09,Razorpay Settlement for pay_20d2c23e5c9e
BANK-TXN-11303,3171.57,2026-08-10,Razorpay Settlement for pay_207fc6ef0af2
BANK-TXN-11304,5604.76,2026-08-12,Razorpay Settlement for pay_7baa0a63dd08
BANK-TXN-11305,557.51,2026-08-11,Razorpay Settlement for pay_324578135e1e
BANK-TXN-11306,4840.45,2026-08-06,Razorpay Settlement for pay_a0bccc056bac
BANK-TXN-11307,9583.63,2026-08-20,Razorpay Settlement for pay_bb75bdbfff6a
BANK-TXN-11308,14419.93,2026-08-30,Razorpay Settlement for pay_8492d807c403
BANK-TXN-11309,13572.92,2026-08-21,Razorpay Settlement for pay_e28a8c90866d
BANK-TXN-11310,13252.13,2026-08-06,Razorpay Settlement for pay_631c989791b8
BANK-TXN-11311,555.63,2026-08-19,Razorpay Settlement for pay_766b50babcc4
BANK-TXN-11312,994.21,2026-08-13,Razorpay Settlement for pay_3b403f73e8e3
BANK-TXN-11313,13766.88,2026-08-18,Razorpay Settlement for pay_ddc04c6fd828
BANK-TXN-11314,12516.44,2026-08-02,Razorpay Settlement for pay_2fadbd80941e
BANK-TXN-11315,4804.76,2026-08-14,Razorpay Settlement for pay_dfcdbf4bee77
BANK-TXN-11316,10580.33,2026-08-13,Razorpay Settlement for pay_f44b4b3f3cb0
BANK-TXN-11317,4324.57,2026-08-14,Razorpay Settlement for pay_90e519bcad22
BANK-TXN-11318,3324.44,2026-08-16,Razorpay Settlement for pay_8bd2a28310b1
BANK-TXN-11319,2571.62,2026-08-15,Razorpay Settlement for pay_699b2c305721
BANK-TXN-11320,12302.53,2026-08-30,Razorpay Settlement for pay_c34208fd10c5
BANK-TXN-11321,14531.5,2026-08-08,Razorpay Settlement for pay_8d024bc8205c
BANK-TXN-11322,5559.78,2026-08-31,Razorpay Settlement for pay_3d34c8ada9a7
BANK-TXN-11323,2732.65,2026-08-22,Razorpay Settlement for pay_09e995539d5b
BANK-TXN-11324,2893.83,2026-08-20,Razorpay Settlement for pay_84ad5ff75adf
BANK-TXN-11325,8307.81,2026-08-20,Razorpay Settlement for pay_223b3e5d3ce9
BANK-TXN-11326,4005.87,2026-08-02,Razorpay Settlement for pay_65ca2755a036
BANK-TXN-11327,4368.64,2026-08-22,Razorpay Settlement for pay_0183860e4237
BANK-TXN-11328,3745.85,2026-09-01,Razorpay Settlement for pay_8e5046c568a2
BANK-TXN-11329,8882.32,2026-08-10,Razorpay Settlement for pay_f1eaf0987e5e
BANK-TXN-11330,12790.49,2026-08-18,Razorpay Settlement for pay_3e0f89cdacd0
BANK-TXN-11331,7629.67,2026-08-28,Razorpay Settlement for pay_499ae34ecaf0
BANK-TXN-11332,1044.63,2026-08-10,Razorpay Settlement for pay_e688001f99a8
BANK-TXN-11333,13425.17,2026-08-13,Razorpay Settlement for pay_7df2c91203fc
BANK-TXN-11334,9463.28,2026-08-11,Razorpay Settlement for pay_4c36f6fb4d9a
BANK-TXN-11335,11287.05,2026-08-09,Razorpay Settlement for pay_8789acc91d79
BANK-TXN-11336,12261.21,2026-08-12,Razorpay Settlement for pay_4606cf101169
BANK-TXN-11337,5454.03,2026-08-24,Razorpay Settlement for pay_92512ba14288
BANK-TXN-11338,7711.55,2026-08-06,Razorpay Settlement for pay_844beca67d65
BANK-TXN-11339,13552.84,2026-08-18,Razorpay Settlement for pay_b080799839ed
BANK-TXN-11340,3403.03,2026-08-08,Razorpay Settlement for pay_33fd21a61ee0
BANK-TXN-11341,10198.72,2026-08-31,Razorpay Settlement for pay_e82c9e5f340b
BANK-TXN-11342,12072.52,2026-08-16,Razorpay Settlement for pay_3f5441bdd3fb
BANK-TXN-11343,5325.86,2026-08-13,Razorpay Settlement for pay_884b3b551bee
BANK-TXN-11344,10492.31,2026-08-18,Razorpay Settlement for pay_914b9bd30acc
BANK-TXN-11345,2062.87,2026-08-28,Razorpay Settlement for pay_cbe563d036c9
BANK-TXN-11346,3239.54,2026-08-09,Razorpay Settlement for pay_58c96249c81d
BANK-TXN-11347,468.76,2026-08-24,Razorpay Settlement for pay_99193bc6e5d1
BANK-TXN-11348,1735.33,2026-08-15,Razorpay Settlement for pay_48712b27ac1b
BANK-TXN-11349,1156.85,2026-08-05,Razorpay Settlement for pay_b89fba1f345e
BANK-TXN-11350,8870.0,2026-08-05,Razorpay Settlement for pay_9ea4d90730cb
BANK-TXN-11351,1512.66,2026-08-23,Razorpay Settlement for pay_6ef928f27ede
BANK-TXN-11352,12598.92,2026-08-13,Razorpay Settlement for pay_1f79394445dc
BANK-TXN-11353,12079.91,2026-08-20,Razorpay Settlement for pay_e22e24a9b263
BANK-TXN-11354,14181.68,2026-08-09,Razorpay Settlement for pay_a069174b9613
BANK-TXN-11355,1627.34,2026-08-19,Razorpay Settlement for pay_97aa4850b5a6
BANK-TXN-11356,5511.18,2026-08-30,Razorpay Settlement for pay_5aad526cd79f
BANK-TXN-11357,12303.1,2026-08-23,Razorpay Settlement for pay_a82092e49d26
BANK-TXN-11358,6107.51,2026-08-08,Razorpay Settlement for pay_a13bbc4ac665
BANK-TXN-11359,2167.27,2026-08-16,Razorpay Settlement for pay_68b876b02bbc
BANK-TXN-11360,784.99,2026-08-11,Razorpay Settlement for pay_f6d1288048c3
BANK-TXN-11361,6823.54,2026-08-05,Razorpay Settlement for pay_342f4f62513f
BANK-TXN-11362,8230.0,2026-08-28,Razorpay Settlement for pay_48d2c6fe52c8
BANK-TXN-11363,1205.62,2026-08-15,Razorpay Settlement for pay_43d9abf89cf7
BANK-TXN-11364,14681.49,2026-08-13,Razorpay Settlement for pay_3aeaeb56be28
BANK-TXN-11365,7776.69,2026-08-06,Razorpay Settlement for pay_84a68df75a4c
BANK-TXN-11366,10276.82,2026-08-06,Razorpay Settlement for pay_3f0489657d2f
BANK-TXN-11367,5390.38,2026-08-31,Razorpay Settlement for pay_2d2418c63a5e
BANK-TXN-11368,14564.55,2026-08-09,Razorpay Settlement for pay_e51fbc675602
BANK-TXN-11369,7435.09,2026-08-29,Razorpay Settlement for pay_996906f742c6
BANK-TXN-11370,5360.84,2026-08-28,Razorpay Settlement for pay_a81987d1ac45
BANK-TXN-11371,11335.06,2026-08-18,Razorpay Settlement for pay_e067ab3ddcb2
BANK-TXN-11372,3543.84,2026-08-10,Razorpay Settlement for pay_b1dcda27d4b4
BANK-TXN-11373,12238.85,2026-08-06,Razorpay Settlement for pay_405327ec5456
BANK-TXN-11374,8964.88,2026-08-02,Razorpay Settlement for pay_be2d14f5c6be
BANK-TXN-11375,1593.23,2026-08-11,Razorpay Settlement for pay_4641fc3f6444
BANK-TXN-11376,7334.69,2026-08-27,Razorpay Settlement for pay_90bf44413425
BANK-TXN-11377,7306.6,2026-08-12,Razorpay Settlement for pay_510ed52b88f7
BANK-TXN-11378,452.29,2026-08-12,Razorpay Settlement for pay_25f1e15bf393
BANK-TXN-11379,6634.7,2026-08-30,Razorpay Settlement for pay_60acfa2aab95
BANK-TXN-11380,2761.31,2026-08-16,Razorpay Settlement for pay_b391512982c0
BANK-TXN-11381,2146.62,2026-08-08,Razorpay Settlement for pay_702030b6d01d
BANK-TXN-11382,9986.55,2026-08-26,Razorpay Settlement for pay_a1d394fe4070
BANK-TXN-11383,1004.41,2026-08-19,Razorpay Settlement for pay_c80e0d58457a
BANK-TXN-11384,10007.78,2026-08-20,Razorpay Settlement for pay_3a1ecf1ec85e
BANK-TXN-11385,759.72,2026-08-03,Razorpay Settlement for pay_40a9813ba7e1
BANK-TXN-11386,586.16,2026-08-28,Razorpay Settlement for pay_0f4526b87bb9
BANK-TXN-11387,3787.4,2026-08-03,Razorpay Settlement for pay_7eaa85d16807
BANK-TXN-11388,4850.6,2026-08-07,Razorpay Settlement for pay_e67fc5c84115
BANK-TXN-11389,7662.08,2026-08-29,Razorpay Settlement for pay_491b88b5a7f3
BANK-TXN-11390,8724.2,2026-08-03,Razorpay Settlement for pay_895dfa60ea8c
BANK-TXN-11391,8500.1,2026-08-20,Razorpay Settlement for pay_80d13b585db4
BANK-TXN-11392,5068.87,2026-08-25,Razorpay Settlement for pay_f8dcf24b922e
BANK-TXN-11393,14256.58,2026-08-21,Razorpay Settlement for pay_2d6ed21a84b9
BANK-TXN-11394,12529.25,2026-08-22,Razorpay Settlement for pay_5e4dc02b4eea
BANK-TXN-11395,14645.29,2026-08-10,Razorpay Settlement for pay_666d986a235d
BANK-TXN-11396,14089.98,2026-08-09,Razorpay Settlement for pay_ffbf76df05fd
BANK-TXN-11397,8411.48,2026-08-12,Razorpay Settlement for pay_a0acdd12a552
BANK-TXN-11398,1307.9,2026-08-08,Razorpay Settlement for pay_25a638b73667
BANK-TXN-11399,9818.78,2026-08-27,Razorpay Settlement for pay_b6f2f27e90b1
BANK-TXN-11400,9118.74,2026-08-16,Razorpay Settlement for pay_adfbcaa547ab
BANK-TXN-11401,12972.52,2026-08-26,Razorpay Settlement for pay_3d44edfc942e
BANK-TXN-11402,14150.54,2026-08-17,Razorpay Settlement for pay_cdc7e3b7a250
BANK-TXN-11403,11928.78,2026-09-01,Razorpay Settlement for pay_eb588b93e580
BANK-TXN-11404,7771.0,2026-08-26,Razorpay Settlement for pay_71622bd29738
BANK-TXN-11405,11022.28,2026-08-06,Razorpay Settlement for pay_9dd942d2ad2c
BANK-TXN-11406,12672.13,2026-08-16,Razorpay Settlement for pay_b411ed04d0d7
BANK-TXN-11407,12070.62,2026-08-08,Razorpay Settlement for pay_4912bcdaa74d
BANK-TXN-11408,6082.68,2026-08-24,Razorpay Settlement for pay_bb974f10be78
BANK-TXN-11409,11756.33,2026-08-08,Razorpay Settlement for pay_97715b15981f
BANK-TXN-11410,6314.48,2026-08-17,Razorpay Settlement for pay_41c85bdd3665
BANK-TXN-11411,618.67,2026-08-07,Razorpay Settlement for pay_eff38d67e913
BANK-TXN-11412,12560.96,2026-08-19,Razorpay Settlement for pay_dfad0d7be2f1
BANK-TXN-11413,13198.91,2026-08-02,Razorpay Settlement for pay_07ea8c721a36
BANK-TXN-11414,14048.6,2026-08-11,Razorpay Settlement for pay_3fb62f5e1b6f
BANK-TXN-11415,13875.62,2026-08-23,Razorpay Settlement for pay_ea5abd0f9daf
BANK-TXN-11416,7451.61,2026-08-06,Razorpay Settlement for pay_24545a01d001
BANK-TXN-11417,13497.47,2026-08-24,Razorpay Settlement for pay_f6436cd6864b
BANK-TXN-11418,8895.81,2026-08-30,Razorpay Settlement for pay_98cfc479dec7
BANK-TXN-11419,5851.84,2026-08-29,Razorpay Settlement for pay_da60d83de3cb
BANK-TXN-11420,2736.43,2026-08-08,Razorpay Settlement for pay_e7ecb9b6c137
BANK-TXN-11421,8745.83,2026-08-15,Razorpay Settlement for pay_bb1f8dfa60a6
BANK-TXN-11422,4759.36,2026-08-14,Razorpay Settlement for pay_82e14b276c64
BANK-TXN-11423,12951.31,2026-08-23,Razorpay Settlement for pay_c53210a0c7cd
BANK-TXN-11424,11923.74,2026-08-18,Razorpay Settlement for pay_08a98e401934
BANK-TXN-11425,12400.72,2026-09-02,Razorpay Settlement for pay_5d4b0422c4dd
BANK-TXN-11426,3865.27,2026-09-01,Razorpay Settlement for pay_290174b4b39c
BANK-TXN-11427,13295.4,2026-08-23,Razorpay Settlement for pay_9f5ce1057e61
BANK-TXN-11428,6612.61,2026-08-29,Razorpay Settlement for pay_382dddc4699d
BANK-TXN-11429,6561.02,2026-08-08,Razorpay Settlement for pay_1ee79149079a
BANK-TXN-11430,11644.26,2026-08-27,Razorpay Settlement for pay_e54e4803641f
BANK-TXN-11431,10884.61,2026-08-04,Razorpay Settlement for pay_339f933b5f9e
BANK-TXN-11432,2521.62,2026-08-15,Razorpay Settlement for pay_51e2f13ba03c
BANK-TXN-11433,8929.09,2026-08-04,Razorpay Settlement for pay_5aa7bdd2f523
BANK-TXN-11434,908.7,2026-08-24,Razorpay Settlement for pay_2668753cdd30
BANK-TXN-11435,240.61,2026-08-17,Razorpay Settlement for pay_cbb8a7dcdb53
BANK-TXN-11436,1388.69,2026-08-11,Razorpay Settlement for pay_c292d2f4c5e8
BANK-TXN-11437,12243.34,2026-08-19,Razorpay Settlement for pay_207f92556d25
BANK-TXN-11438,11692.49,2026-08-21,Razorpay Settlement for pay_23c9fa301ed6
BANK-TXN-11439,3976.9,2026-08-18,Razorpay Settlement for pay_f99db64dac74
BANK-TXN-11440,6207.86,2026-08-11,Razorpay Settlement for pay_6595f6b9c523
BANK-TXN-11441,13022.49,2026-08-30,Razorpay Settlement for pay_9c8e821b0f0d
BANK-TXN-11442,8296.92,2026-09-01,Razorpay Settlement for pay_d1f3e5f6fede
BANK-TXN-11443,10367.1,2026-08-16,Razorpay Settlement for pay_d4169c44f558
BANK-TXN-11444,8904.09,2026-08-15,Razorpay Settlement for pay_9aef4d5bff52
BANK-TXN-11445,13721.53,2026-09-01,Razorpay Settlement for pay_ce01be88f6ac
BANK-TXN-11446,11412.81,2026-08-24,Razorpay Settlement for pay_eb6911bf6554
BANK-TXN-11447,3451.91,2026-08-23,Razorpay Settlement for pay_dba8eb617757
BANK-TXN-11448,11022.41,2026-09-01,Razorpay Settlement for pay_e90588f7ccb4
BANK-TXN-11449,3322.58,2026-08-15,Razorpay Settlement for pay_94f66054683e
BANK-TXN-11450,2812.08,2026-08-23,Razorpay Settlement for pay_96a912543cfd
BANK-TXN-11451,9154.84,2026-08-11,Razorpay Settlement for pay_ccbe547be976
BANK-TXN-11452,6841.21,2026-08-21,Razorpay Settlement for pay_a6474135d5dd
BANK-TXN-11453,5962.13,2026-08-06,Razorpay Settlement for pay_341ceb48d7b9
BANK-TXN-11454,10872.45,2026-08-15,Razorpay Settlement for pay_5de9a00e7589
BANK-TXN-11455,951.84,2026-08-05,Razorpay Settlement for pay_4dcf769cd012
BANK-TXN-11456,13819.92,2026-08-31,Razorpay Settlement for pay_9acf5d2f0b62
BANK-TXN-11457,5721.12,2026-08-11,Razorpay Settlement for pay_6b38f6d0f0a7
BANK-TXN-11458,8311.86,2026-08-13,Razorpay Settlement for pay_3a076bfbcb69
BANK-TXN-11459,13689.46,2026-08-08,Razorpay Settlement for pay_5220ab977d63
BANK-TXN-11460,7889.26,2026-08-04,Razorpay Settlement for pay_18e9a117bba2
BANK-TXN-11461,14388.41,2026-08-05,Razorpay Settlement for pay_5ba3eb9e688f
BANK-TXN-11462,5426.02,2026-08-28,Razorpay Settlement for pay_7842fc3a2f39
BANK-TXN-11463,12228.36,2026-08-30,Razorpay Settlement for pay_3d7aebadfe0b
BANK-TXN-11464,2588.92,2026-08-12,Razorpay Settlement for pay_b563fff041fe
BANK-TXN-11465,12568.4,2026-09-01,Razorpay Settlement for pay_3b5fb5c6a139
BANK-TXN-11466,3475.87,2026-08-08,Razorpay Settlement for pay_64417f369caa
BANK-TXN-11467,14537.83,2026-08-03,Razorpay Settlement for pay_00ec6f707d4e
BANK-TXN-11468,12787.98,2026-08-13,Razorpay Settlement for pay_ba685ff9e4af
BANK-TXN-11469,12126.58,2026-08-08,Razorpay Settlement for pay_e47c748d86de
BANK-TXN-11470,8474.71,2026-08-02,Razorpay Settlement for pay_7aa6d6dba3cd
BANK-TXN-11471,1563.81,2026-08-09,Razorpay Settlement for pay_f4def6ccb8e7
BANK-TXN-11472,1965.36,2026-08-11,Razorpay Settlement for pay_18853503cff3
BANK-TXN-11473,4888.6,2026-08-31,Razorpay Settlement for pay_f650b092de85
BANK-TXN-11474,7155.82,2026-08-17,Razorpay Settlement for pay_e54148b59bf7
BANK-TXN-11475,14235.56,2026-08-23,Razorpay Settlement for pay_19cc7a8890a6
BANK-TXN-11476,13349.36,2026-09-02,Razorpay Settlement for pay_ca4f084dea3a
BANK-TXN-11477,9531.41,2026-08-29,Razorpay Settlement for pay_9baaeceaa644
BANK-TXN-11478,8131.95,2026-08-04,Razorpay Settlement for pay_335f99e56d4a
BANK-TXN-11479,3678.13,2026-08-14,Razorpay Settlement for pay_78218d83e79e
BANK-TXN-11480,5830.84,2026-08-02,Razorpay Settlement for pay_f57b6fbfbde4
BANK-TXN-11481,1945.21,2026-08-23,Razorpay Settlement for pay_074a9ea05122
BANK-TXN-11482,13564.34,2026-08-16,Razorpay Settlement for pay_1d8cccfb56da
BANK-TXN-11483,5525.59,2026-08-23,Razorpay Settlement for pay_07ca5555f9d7
BANK-TXN-11484,4027.43,2026-08-16,Razorpay Settlement for pay_cf00c87e0ff4
BANK-TXN-11485,5536.89,2026-08-26,Razorpay Settlement for pay_60e9e096c9c9
BANK-TXN-11486,782.51,2026-08-23,Razorpay Settlement for pay_deb0569b5ae0
BANK-TXN-11487,10149.17,2026-08-23,Razorpay Settlement for pay_d73c25b58264
BANK-TXN-11488,7805.93,2026-08-19,Razorpay Settlement for pay_74ee66b28660
BANK-TXN-11489,11821.6,2026-08-15,Razorpay Settlement for pay_d0e846d2be11
BANK-TXN-11490,4553.13,2026-08-07,Razorpay Settlement for pay_922fe76524c7
BANK-TXN-11491,888.25,2026-08-15,Razorpay Settlement for pay_66ea62eed284
BANK-TXN-11492,6358.95,2026-08-18,Razorpay Settlement for pay_cfb99340bd83
BANK-TXN-11493,11985.21,2026-08-24,Razorpay Settlement for pay_1b23773d5e37
BANK-TXN-11494,7497.96,2026-08-20,Razorpay Settlement for pay_d049c48a4797
BANK-TXN-11495,11598.71,2026-08-24,Razorpay Settlement for pay_6383be42dc06
BANK-TXN-11496,10252.93,2026-08-04,Razorpay Settlement for pay_6365744c51e5
BANK-TXN-11497,9917.45,2026-08-26,Razorpay Settlement for pay_e8bb1b887260
BANK-TXN-11498,2880.5,2026-09-01,Razorpay Settlement for pay_069c45398960
BANK-TXN-11499,7946.58,2026-08-23,Razorpay Settlement for pay_80fa6765f53a
BANK-TXN-11500,9707.73,2026-08-05,Razorpay Settlement for pay_3437373b418b
BANK-TXN-11501,8925.77,2026-08-15,Razorpay Settlement for pay_48563957ace2
BANK-TXN-11502,10213.36,2026-08-22,Razorpay Settlement for pay_2893db87d3b4
BANK-TXN-11503,2155.7,2026-08-11,Razorpay Settlement for pay_fb3b2d05d377
BANK-TXN-11504,14272.43,2026-08-28,Razorpay Settlement for pay_3c6c2933db49
BANK-TXN-11505,9619.83,2026-08-18,Razorpay Settlement for pay_7a0a20fb14da
BANK-TXN-11506,1444.7,2026-08-22,Razorpay Settlement for pay_7a5ab680e6da
BANK-TXN-11507,1885.12,2026-08-17,Razorpay Settlement for pay_5352350d3a0f
BANK-TXN-11508,7034.48,2026-08-24,Razorpay Settlement for pay_a8817886ad5b
BANK-TXN-11509,8455.02,2026-08-09,Razorpay Settlement for pay_748568b9848e
BANK-TXN-11510,9339.47,2026-08-12,Razorpay Settlement for pay_1b81f2a2bdec
BANK-TXN-11511,8588.91,2026-08-30,Razorpay Settlement for pay_4d39509c24b4
BANK-TXN-11512,7641.71,2026-08-17,Razorpay Settlement for pay_be522916f2af
BANK-TXN-11513,471.86,2026-08-24,Razorpay Settlement for pay_dbc903e7e18f
BANK-TXN-11514,9598.94,2026-08-04,Razorpay Settlement for pay_471655a08e03
BANK-TXN-11515,5225.47,2026-08-18,Razorpay Settlement for pay_57e5c0ae2bfd
BANK-TXN-11516,2983.69,2026-08-07,Razorpay Settlement for pay_7dcc433b6e90
BANK-TXN-11517,6990.65,2026-08-30,Razorpay Settlement for pay_ac8636b6bf99
BANK-TXN-11518,12279.01,2026-08-24,Razorpay Settlement for pay_fed90d271dd0
BANK-TXN-11519,3201.36,2026-08-17,Razorpay Settlement for pay_cf9b0663c863
BANK-TXN-11520,3089.32,2026-08-17,Razorpay Settlement for pay_509b0c238c54
BANK-TXN-11521,4600.17,2026-08-27,Razorpay Settlement for pay_4d44209ae701
BANK-TXN-11522,12972.66,2026-08-03,Razorpay Settlement for pay_57a022bd20bb
BANK-TXN-11523,12563.04,2026-08-07,Razorpay Settlement for pay_5ff44816d98c
BANK-TXN-11524,1849.02,2026-08-04,Razorpay Settlement for pay_f98f4d42e915
BANK-TXN-11525,3935.45,2026-08-19,Razorpay Settlement for pay_54e91cdc1ef7
BANK-TXN-11526,12926.36,2026-08-13,Razorpay Settlement for pay_456a397881ac
BANK-TXN-11527,7671.18,2026-08-30,Razorpay Settlement for pay_038aae4df988
BANK-TXN-11528,6826.3,2026-08-04,Razorpay Settlement for pay_83e8dbd09960
BANK-TXN-11529,11540.39,2026-08-27,Razorpay Settlement for pay_3b9338a80028
BANK-TXN-11530,1724.88,2026-08-19,Razorpay Settlement for pay_00480fdd3770
BANK-TXN-11531,10759.98,2026-08-08,Razorpay Settlement for pay_763b69833830
BANK-TXN-11532,12821.62,2026-08-18,Razorpay Settlement for pay_397400f7aea0
BANK-TXN-11533,2194.25,2026-08-13,Razorpay Settlement for pay_f741375d69d7
BANK-TXN-11534,12304.14,2026-08-15,Razorpay Settlement for pay_aad779a2ccc8
BANK-TXN-11535,1432.23,2026-08-11,Razorpay Settlement for pay_bfa795144b20
BANK-TXN-11536,9325.41,2026-08-26,Razorpay Settlement for pay_843ef173a5d2
BANK-TXN-11537,11613.77,2026-08-26,Razorpay Settlement for pay_78fa50c72a23
BANK-TXN-11538,6132.62,2026-08-15,Razorpay Settlement for pay_307379618f4b
BANK-TXN-11539,13884.01,2026-08-19,Razorpay Settlement for pay_a96a42b8a926
BANK-TXN-11540,11889.8,2026-08-26,Razorpay Settlement for pay_28db741cebcc
BANK-TXN-11541,14438.12,2026-08-12,Razorpay Settlement for pay_c2fcb0fcc4b0
BANK-TXN-11542,734.01,2026-08-03,Razorpay Settlement for pay_2d66c34e9209
BANK-TXN-11543,11785.72,2026-08-03,Razorpay Settlement for pay_35b85eccb022
BANK-TXN-11544,8225.56,2026-08-15,Razorpay Settlement for pay_a9fbac87c8d2
BANK-TXN-11545,5187.66,2026-08-25,Razorpay Settlement for pay_abef7f0de2e5
BANK-TXN-11546,6054.71,2026-08-21,Razorpay Settlement for pay_88122b41c8cd
BANK-TXN-11547,6608.86,2026-08-22,Razorpay Settlement for pay_7e52c55cbcc6
BANK-TXN-11548,11442.4,2026-08-27,Razorpay Settlement for pay_02ef2b1143a8
BANK-TXN-11549,1542.26,2026-08-19,Razorpay Settlement for pay_86530f3811ec
BANK-TXN-11550,535.71,2026-08-13,Razorpay Settlement for pay_979b47a5cc2d
